,page,country,rev_id,prediction,FIPS,Type,TimeFrame,Data (M),Population,_merge
9753,Salustiano de Olózaga y Almandoz,Spain,777387022.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9754,Francisco Javier de Istúriz y Montero,Spain,777387039.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9755,Jordi Hereu,Spain,777439651.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9756,Jordi Portabella,Spain,777440071.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9757,José Alarcón (politician),Spain,777592282.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9758,José Perelló Torrens,Spain,777617002.0,C,ES,Country,2019.0,47.635,47635000.0,both
9759,Juan Fageda,Spain,777673461.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9760,Juan José Güemes,Spain,777680006.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9761,Juan José Ibarretxe,Spain,777680037.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9762,Manuel Basavilbaso Urtubia,Spain,777945476.0,C,ES,Country,2019.0,47.635,47635000.0,both
9763,List of viceroys of Valencia,Spain,778133591.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9764,Juan Procopio Bassecourt y Bryas,Spain,778366921.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9765,Bartolomé Jaimes,Spain,778440179.0,C,ES,Country,2019.0,47.635,47635000.0,both
9766,Juan Escoiquiz,Spain,778524681.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9767,Txabi Etxebarrieta,Spain,778868085.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9768,Rafael Andrade Navarrete,Spain,779080994.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9769,Juan José Imbroda,Spain,779551942.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9770,Eduardo Alonso Colmenares,Spain,779738316.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9771,Antonio Barroso y Sánchez-Guerra,Spain,780530100.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9772,Javier Ybarra Bergé,Spain,780899481.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9773,Álvaro de Luna,Spain,781028855.0,C,ES,Country,2019.0,47.635,47635000.0,both
9774,Gonzalo de Salazar,Spain,781190846.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9775,Pedro Almíndez Chirino,Spain,781191659.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9776,Juan Ortiz de Matienzo,Spain,781195108.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9777,Rodrigo de Albornoz,Spain,781196580.0,B,ES,Country,2019.0,47.635,47635000.0,both
9778,José de Carvajal y Hué,Spain,781411161.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9779,"Pedro Messía de la Cerda, 2nd Marquis of Vega de Armijo",Spain,781414938.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9780,"Juan Francisco Ruiz de Gaona y Portocarrero, Conde de Valdeparaíso",Spain,781489720.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9781,José Ramón Basavilbaso,Spain,781823580.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9782,Antonio Alcalá Galiano,Spain,782161277.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9783,Francesc de Tamarit,Spain,782202304.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9784,Martín de Álzaga,Spain,782236986.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9785,Narciso Marull,Spain,782288073.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9786,Juan Sempere y Guarinos,Spain,782422434.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9787,Víctor Alba,Spain,782426555.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9788,Florentino Álvarez Mesa,Spain,782426558.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9789,Adolfo de Urquijo e Ibarra,Spain,782426602.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9790,Luis Arráez Martínez,Spain,782509771.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9791,Antonio Arrúe Zarauz,Spain,782511345.0,FA,ES,Country,2019.0,47.635,47635000.0,both
9792,Bernardino Verdún de Villayzán,Spain,782758921.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9793,Miguel Ricardo de Álava y Esquivel,Spain,782827595.0,C,ES,Country,2019.0,47.635,47635000.0,both
9794,Juan Palarea y Blanes,Spain,782926095.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9795,Alonso Mercado y Villacorta,Spain,783012649.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9796,Manuel Broseta,Spain,783054750.0,C,ES,Country,2019.0,47.635,47635000.0,both
9797,Francisco Cajigal de la Vega,Spain,783117889.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9798,"Diego Carrillo de Mendoza, 1st Marquis of Gelves",Spain,783177694.0,C,ES,Country,2019.0,47.635,47635000.0,both
9799,Manuela Trasobares,Spain,783287070.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9800,Jorge Cortell,Spain,783605340.0,C,ES,Country,2019.0,47.635,47635000.0,both
9801,Beatriz de la Cueva,Spain,783634233.0,C,ES,Country,2019.0,47.635,47635000.0,both
9802,Bonaventura Carles Aribau,Spain,783694683.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9803,Antonio Cabral de Melo,Spain,783763497.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9804,Miguel de Riglos Bástida,Spain,783768110.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9805,Benito Ruíz de Salazar Vallecilla,Spain,783844079.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9806,Guillermo Ross,Spain,784012392.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9807,Francisco de Merlo,Spain,784035404.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9808,Ñuño Fernández Lobo,Spain,784040042.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9809,Jaume Matas,Spain,784100075.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9810,José Díez de la Cortina y Olaeta,Spain,784129251.0,FA,ES,Country,2019.0,47.635,47635000.0,both
9811,Gregorio Ramos Mexía,Spain,784218039.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9812,Esteban Rodríguez Miró,Spain,784332282.0,GA,ES,Country,2019.0,47.635,47635000.0,both
9813,León Ortiz de Rozas,Spain,784394850.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9814,Graciano Antuña,Spain,784420637.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9815,Alonso de Estrada,Spain,784454344.0,C,ES,Country,2019.0,47.635,47635000.0,both
9816,Gabriel von Salamanca-Ortenburg,Spain,784647481.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9817,Jesús Gil,Spain,784692076.0,C,ES,Country,2019.0,47.635,47635000.0,both
9818,Francisco de Garay,Spain,784737016.0,C,ES,Country,2019.0,47.635,47635000.0,both
9819,Francisco López Osornio,Spain,784775356.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9820,Pedro de Luján,Spain,784983706.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9821,Alonso de Arce y Soria,Spain,785039352.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9822,Pedro de Roxas y Acevedo,Spain,785169353.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9823,José Antonio González Caviedes,Spain,785248141.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9824,"Miguel de la Grúa Talamanca, 1st Marquis of Branciforte",Spain,785290686.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9825,Alonso Muñoz de Gadea,Spain,785357805.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9826,Cristóbal Cabral,Spain,785549508.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9827,Luis de Unzaga,Spain,785720920.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9828,Lola Iturbe,Spain,786124537.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9829,Antonio Iturmendi Bañales,Spain,786124596.0,B,ES,Country,2019.0,47.635,47635000.0,both
9830,Carla Antonelli,Spain,786136774.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9831,Juan de Amézquita,Spain,786407489.0,C,ES,Country,2019.0,47.635,47635000.0,both
9832,List of Spanish governors of New Mexico,Spain,786673755.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9833,Juan Gil Zambrano,Spain,786700717.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9834,Mariano Lazcano,Spain,786721553.0,no_pred,ES,Country,2019.0,47.635,47635000.0,both
9835,Manuel Portela Valladares,Spain,786734139.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9836,Toribio de Peñalva,Spain,786875883.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9837,"Amador Báez de Alpoim, General",Spain,786878998.0,C,ES,Country,2019.0,47.635,47635000.0,both
9838,Juan de Garay y Becerra,Spain,787144429.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9839,Josep Lluís i Facerias,Spain,787201039.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9840,Martín Suárez de Toledo,Spain,787224909.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9841,"Juan de Mendoza, 3rd Marquis of Montesclaros",Spain,787306014.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9842,Margarita Nelken,Spain,787351378.0,C,ES,Country,2019.0,47.635,47635000.0,both
9843,Mercedes Odina,Spain,787384412.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9844,Francisco Novella Azabal Pérez y Sicardo,Spain,787386341.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9845,José María de Oriol y Urquijo,Spain,787442193.0,FA,ES,Country,2019.0,47.635,47635000.0,both
9846,Diego Osorio de Escobar y Llamas,Spain,787454270.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9847,"Rodrigo Pacheco, 3rd Marquis of Cerralvo",Spain,787457042.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9848,Otilio Alba Polo,Spain,787460169.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9849,Juan Manuel de la Peña Bonifaz,Spain,787504595.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9850,Luis de Requesens y Relat,Spain,787738679.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9851,Arturo O'Neill,Spain,787759274.0,B,ES,Country,2019.0,47.635,47635000.0,both
9852,Manuel de Amaya,Spain,787856785.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9853,Edelmira Barreira,Spain,787935569.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9854,"Pedro de Toledo Osorio, 5th Marquis of Villafranca",Spain,787974233.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9855,Ramón López de Osornio,Spain,788009313.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9856,Sampiro,Spain,788054805.0,C,ES,Country,2019.0,47.635,47635000.0,both
9857,Belén de Sárraga,Spain,788082165.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9858,Juan Miguel de Esparza,Spain,788217432.0,C,ES,Country,2019.0,47.635,47635000.0,both
9859,Francisco de Salas Reynoso,Spain,788370425.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9860,Luis de Guindos,Spain,788459217.0,C,ES,Country,2019.0,47.635,47635000.0,both
9861,Juan Pacheco,Spain,788579310.0,C,ES,Country,2019.0,47.635,47635000.0,both
9862,Miguel de la Torre,Spain,788640488.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9863,Ramiro Núñez de Guzmán,Spain,788659590.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9864,Josep Pallach i Carolà,Spain,788823751.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9865,Corregidor (position),Spain,788834565.0,C,ES,Country,2019.0,47.635,47635000.0,both
9866,Javier Tusell,Spain,788847050.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9867,Txillardegi,Spain,788849770.0,C,ES,Country,2019.0,47.635,47635000.0,both
9868,Julio de Urquijo e Ibarra,Spain,788872921.0,FA,ES,Country,2019.0,47.635,47635000.0,both
9869,Alejandro Alonso Núñez,Spain,788941161.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9870,Ana María Surra,Spain,788941220.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9871,Andrea Fabra Fernández,Spain,788941277.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9872,Antonio Hernando,Spain,788941289.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9873,Baudilio Tomé Muguruza,Spain,788941323.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9874,Belén Hoyo Juliá,Spain,788941327.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9875,Carlos Floriano Corrales,Spain,788942356.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9876,Francisco Garrido Peña,Spain,788942624.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9877,Ignacio Uriarte,Spain,788942686.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9878,Inmaculada Bañuls,Spain,788942700.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9879,Inmaculada Guaita Vañó,Spain,788942705.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9880,Isaura Navarro,Spain,788942730.0,C,ES,Country,2019.0,47.635,47635000.0,both
9881,Jesús Alique,Spain,788942782.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9882,Jesús Membrado Giner,Spain,788942791.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9883,Joan Calabuig,Spain,788942811.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9884,Josep Santamaría,Spain,788942908.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9885,José Antonio Alonso,Spain,788942922.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9886,José Luís Ábalos Meco,Spain,788942962.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9887,Juan Moscoso del Prado,Spain,788943059.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9888,Lola Sánchez Caldentey,Spain,788943072.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9889,Marta Torrado de Castro,Spain,788943624.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9890,María Alegria Continente,Spain,788943627.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9891,María Angels Ramón-Llin,Spain,788943630.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9892,María José Catalá,Spain,788943644.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9893,Pablo Echenique Robba,Spain,788944264.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9894,Ricardo Torres Balaguer,Spain,788944417.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9895,Santiago Cervera Soto,Spain,788944473.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9896,Teresa García Sena,Spain,788944554.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9897,Teresa Jiménez-Becerril,Spain,788944567.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9898,Uxue Barkos,Spain,788944616.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9899,Vicente Ferrer Roselló,Spain,788944620.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9900,Vicente Guillén Izquierdo,Spain,788944630.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9901,Vicente Ten,Spain,788944639.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9902,Ángel Pérez Martínez,Spain,788944692.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9903,Antonio Trevín,Spain,788944970.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9904,Bibiana Aído,Spain,788945647.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9905,Adela Pla Pastor,Spain,788946443.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9906,Alejandro Ballestero,Spain,788946470.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9907,Alejandro Muñoz-Alonso,Spain,788946585.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9908,Alfonso Guerra,Spain,788946606.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9909,Alfredo Arola Blanquet,Spain,788946613.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9910,Amador Álvarez,Spain,788946632.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9911,Ana María Yabar Sterling,Spain,788946637.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9912,Antonio Cuevas,Spain,788946669.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9913,Antonio Landeta y Álvarez-Valdés,Spain,788946673.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9914,Carlos Manglano de Mas,Spain,788946717.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9915,Cristina Almeida,Spain,788946774.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9916,Enric Morera i Català,Spain,788946842.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9917,Enrique Múgica Herzog,Spain,788946857.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9918,Enrique Sapena Granell,Spain,788946862.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9919,Ernest Lluch,Spain,788946888.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9920,Eva Amador Guillén,Spain,788946895.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9921,Felipe Alcaraz,Spain,788946914.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9922,Francesc Ricomá de Castellarnau,Spain,788946973.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9923,Francisco Aguirre de la Hoz,Spain,788946980.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9924,Francisco Soler Valero,Spain,788947015.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9925,Félix Pons,Spain,788947033.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9926,Gerardo Camps,Spain,788947048.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9927,Gonzalo Payo Subiza,Spain,788947061.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9928,Guillermo Martínez Casañ,Spain,788947067.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9929,Ignacio Gil,Spain,788947073.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9930,Inmaculada Martínez Cervera,Spain,788947088.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9931,Jaime Mayor Oreja,Spain,788947107.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9932,Jaume Castells Ferrer,Spain,788947116.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9933,Javier Gómez Darmendrail,Spain,788947130.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9934,Javier Paniagua Fuentes,Spain,788947131.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9935,Jesús Aizpún Tuero,Spain,788947179.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9936,Joan Ignasi Pla Durá,Spain,788947192.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9937,Joan Rigol,Spain,788947205.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9938,Joan Romero González,Spain,788947214.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9939,Joaquín Abril Martorell,Spain,788947226.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9940,Jordi Solé Tura,Spain,788947264.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9941,Joseba Azkarraga,Spain,788947278.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9942,Josep Sánchez i Llibre,Spain,788947309.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9943,Josu Ortuondo Larrea,Spain,788947316.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9944,José Antonio Aguiriano,Spain,788947327.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9945,José Ignacio Landaluce,Spain,788947353.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9946,José María Mendiluce,Spain,788947460.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9947,José María Michavila,Spain,788947467.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9948,José María Mohedano Fuertes,Spain,788947473.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9949,José María Ruiz-Mateos,Spain,788947476.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9950,José Pascual Monzo,Spain,788947482.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9951,José Pin Arboledas,Spain,788947490.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9952,Juan Lloret Llorens,Spain,788947535.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9953,Juan Manuel Albendea Pabón,Spain,788947540.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9954,Juan Pastor Marco,Spain,788947568.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9955,Julio Aguilar Azañón,Spain,788947575.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9956,Koldo Gorostiaga Atxalandabaso,Spain,788947591.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9957,Luis González Seara,Spain,788947625.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9958,Macià Alavedra,Spain,788947669.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9959,Manuel Bermejo Hernández,Spain,788947673.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9960,Manuel Ángel Aguilar Belda,Spain,788947723.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9961,"Marcelino Oreja, 1st Marquis of Oreja",Spain,788947729.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9962,Mario Amilivia,Spain,788947757.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9963,María Martorell,Spain,788947775.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9964,María Oltra,Spain,788947778.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9965,Micaela Navarro,Spain,788947800.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9966,Miguel Ángel Cortés Martín,Spain,788947824.0,Start,ES,Country,2019.0,47.635,47635000.0,both
9967,Pedro María Azpiazu,Spain,788947858.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9968,Pilar Brabo,Spain,788947868.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9969,Presentación Urán González,Spain,788947874.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9970,Rafael Arias-Salgado,Spain,788947885.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9971,Ramón Aguirre Rodríguez,Spain,788947901.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9972,Ramón Moreno Bustos,Spain,788947909.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9973,Ricard Pérez Casado,Spain,788947912.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
9974,Salvador López Sanz,Spain,788947982.0,Stub,ES,Country,2019.0,47.635,47635000.0,both
